Date,Open,High,Low,Close,Adj Close,Volume
2012-08-01,null,null,null,null,null,null
2012-09-01,248.270004,264.109985,244.660004,254.320007,254.320007,63570500
2012-10-01,255.399994,261.899994,222.919998,232.889999,232.889999,81568500
2012-11-01,234.229996,252.649994,218.179993,252.050003,252.050003,67213600
2012-12-01,252.539993,263.109985,242.750000,250.869995,250.869995,60871200
2013-01-01,256.079987,284.720001,253.259995,265.500000,265.500000,84226400
2013-02-01,268.929993,274.299988,255.110001,264.269989,264.269989,68661700
2013-03-01,263.269989,277.399994,252.070007,266.489990,266.489990,58505700
2013-04-01,266.980011,275.799988,248.559998,253.809998,253.809998,76916200
2013-05-01,253.899994,271.910004,245.750000,269.200012,269.200012,59050500
2013-06-01,268.959991,283.339996,262.950012,277.690002,277.690002,58575800
2013-07-01,279.000000,313.619995,277.160004,301.220001,301.220001,67536900
2013-08-01,303.079987,306.209991,279.329987,280.980011,280.980011,43773900
2013-09-01,284.730011,320.570007,284.170013,312.640015,312.640015,43468800
2013-10-01,314.220001,368.399994,296.500000,364.029999,364.029999,77295400
2013-11-01,365.630005,394.100006,341.880005,393.619995,393.619995,54207700
2013-12-01,399.000000,405.630005,379.500000,398.790009,398.790009,55686700
2014-01-01,398.799988,408.059998,357.760010,358.690002,358.690002,81011900
2014-02-01,358.980011,365.869995,337.730011,362.100006,362.100006,83009000
2014-03-01,358.739990,383.109985,330.880005,336.369995,336.369995,75253500
2014-04-01,338.089996,348.299988,288.000000,304.130005,304.130005,138278700
2014-05-01,304.130005,314.869995,284.380005,312.549988,312.549988,78579200
2014-06-01,312.589996,340.720001,303.839996,324.779999,324.779999,76580100
2014-07-01,325.859985,364.850006,311.859985,312.989990,312.989990,99426000
2014-08-01,313.690002,346.670013,304.589996,339.040009,339.040009,62031700
2014-09-01,339.980011,349.380005,317.640015,322.440002,322.440002,68032800
2014-10-01,322.040009,325.160004,284.000000,305.459991,305.459991,111058700
2014-11-01,306.239990,341.260010,292.290009,338.640015,338.640015,68983700
2014-12-01,338.119995,340.640015,293.029999,310.350006,310.350006,86821400
2015-01-01,312.579987,359.500000,285.250000,354.529999,354.529999,103006800
2015-02-01,350.049988,389.369995,350.010010,380.160004,380.160004,70689500
2015-03-01,380.850006,388.420013,365.649994,372.100006,372.100006,55428700
2015-04-01,372.100006,452.649994,368.339996,421.779999,421.779999,84348300
2015-05-01,423.820007,439.000000,414.549988,429.230011,429.230011,51854000
2015-06-01,430.399994,447.040009,419.140015,434.089996,434.089996,54981900
2015-07-01,439.350006,580.570007,425.570007,536.150024,536.150024,102070000
2015-08-01,537.450012,542.739990,451.000000,512.890015,512.890015,82813600
2015-09-01,499.140015,549.780029,490.500000,511.890015,511.890015,76667800
2015-10-01,511.000000,630.719971,506.000000,625.900024,625.900024,97070400
2015-11-01,627.130005,682.770020,620.409973,664.799988,664.799988,87296200
2015-12-01,673.750000,696.440002,635.270020,675.890015,675.890015,90162400
2016-01-01,656.289978,657.719971,547.179993,587.000000,587.000000,130156000
2016-02-01,578.150024,581.799988,474.000000,552.520020,552.520020,124075300
2016-03-01,556.289978,603.239990,538.580017,593.640015,593.640015,93773800
2016-04-01,590.489990,669.979980,585.250000,659.590027,659.590027,78380700
2016-05-01,663.919983,724.229980,656.000000,722.789978,722.789978,90509100
2016-06-01,720.900024,731.500000,682.119995,715.619995,715.619995,74535000
2016-07-01,717.320007,766.000000,716.539978,758.809998,758.809998,68545100
2016-08-01,759.869995,774.979980,750.349976,769.159973,769.159973,49981900
2016-09-01,770.900024,839.950012,756.000000,837.309998,837.309998,67326900
2016-10-01,836.000000,847.210022,774.609985,789.820007,789.820007,77023000
2016-11-01,799.000000,800.840027,710.099976,750.570007,750.570007,109943300
2016-12-01,752.409973,782.460022,736.700012,768.659973,768.659973,79279600
2017-01-01,757.919983,843.840027,747.700012,823.479980,823.479980,70596900
2017-02-01,829.210022,860.859985,803.000000,845.039978,845.039978,71743800
2017-03-01,853.049988,890.349976,833.500000,886.539978,886.539978,60710700
2017-04-01,888.000000,949.590027,884.489990,924.989990,924.989990,73510800
2017-05-01,927.799988,1001.200012,927.799988,994.619995,994.619995,76202000
2017-06-01,998.590027,1017.000000,927.000000,968.000000,968.000000,96120800
2017-07-01,972.789978,1083.310059,951.000000,987.780029,987.780029,78812400
2017-08-01,996.109985,1006.400024,936.330017,980.599976,980.599976,77261700
2017-09-01,984.200012,1000.000000,931.750000,961.349976,961.349976,59291800
2017-10-01,964.000000,1022.309998,950.369995,972.909973,972.909973,51033400
